Trade_ID,Date,Asset_Type,Buy_Sell,Quantity,Price,Value,Portfolio_ID
429,2026-03-05,Bond,Buy,193,63.8,12313.4,PF002
430,2026-03-06,Option,Sell,155,77.9,12074.5,PF005
431,2026-03-07,Option,Buy,195,50.8,9906.0,PF005
432,2026-03-08,Option,Sell,51,78.8,4018.7999999999997,PF002
433,2026-03-09,Stock,Sell,126,77.9,9815.400000000001,PF004
434,2026-03-10,Bond,Buy,181,93.3,16887.3,PF002
435,2026-03-11,Bond,Sell,139,98.4,13677.6,PF005
436,2026-03-12,Bond,Sell,138,70.8,9770.4,PF005
437,2026-03-13,Option,Sell,143,61.2,8751.6,PF003
438,2026-03-14,Stock,Sell,56,58.2,3259.2000000000003,PF003
439,2026-03-15,Option,Sell,144,53.6,7718.400000000001,PF001
440,2026-03-16,Option,Sell,157,44.0,6908.0,PF005
441,2026-03-17,Bond,Buy,123,64.0,7872.0,PF003
442,2026-03-18,Option,Sell,88,58.9,5183.2,PF002
443,2026-03-19,Bond,Sell,190,107.6,20444.0,PF004
444,2026-03-20,Stock,Sell,120,79.0,9480.0,PF002
445,2026-03-21,Bond,Buy,105,64.3,6751.5,PF004
446,2026-03-22,Stock,Sell,91,80.6,7334.599999999999,PF003
447,2026-03-23,Bond,Buy,85,49.7,4224.5,PF001
448,2026-03-24,Option,Sell,133,71.1,9456.3,PF002
449,2026-03-25,Option,Buy,167,83.8,13994.6,PF002
450,2026-03-26,Stock,Buy,56,74.2,4155.2,PF002
451,2026-03-27,Stock,Sell,103,68.1,7014.299999999999,PF004
452,2026-03-28,Stock,Sell,178,109.6,19508.8,PF003
453,2026-03-29,Bond,Buy,169,101.6,17170.399999999998,PF002
454,2026-03-30,Bond,Sell,155,83.6,12958.0,PF002
455,2026-03-31,Stock,Buy,96,79.9,7670.400000000001,PF001
456,2026-04-01,Option,Buy,172,83.4,14344.800000000001,PF001
457,2026-04-02,Bond,Buy,190,54.1,10279.0,PF003
458,2026-04-03,Bond,Buy,168,67.7,11373.6,PF003
459,2026-04-04,Bond,Buy,199,42.8,8517.199999999999,PF005
460,2026-04-05,Stock,Sell,167,73.3,12241.1,PF001
461,2026-04-06,Stock,Buy,70,78.0,5460.0,PF005
462,2026-04-07,Stock,Buy,186,55.9,10397.4,PF004
463,2026-04-08,Stock,Sell,75,107.5,8062.5,PF005
464,2026-04-09,Stock,Buy,58,103.7,6014.6,PF002
465,2026-04-10,Option,Sell,64,90.6,5798.4,PF005
466,2026-04-11,Option,Sell,59,77.3,4560.7,PF003
467,2026-04-12,Stock,Sell,171,100.9,17253.9,PF004
468,2026-04-13,Bond,Buy,170,49.1,8347.0,PF002
469,2026-04-14,Stock,Buy,174,95.3,16582.2,PF005
470,2026-04-15,Option,Buy,121,48.7,5892.700000000001,PF004
471,2026-04-16,Option,Sell,98,95.6,9368.8,PF004
472,2026-04-17,Bond,Buy,140,59.3,8302.0,PF002
473,2026-04-18,Option,Sell,86,101.4,8720.4,PF005
474,2026-04-19,Stock,Buy,117,106.1,12413.699999999999,PF004
475,2026-04-20,Bond,Sell,99,50.4,4989.599999999999,PF004
476,2026-04-21,Stock,Buy,68,72.4,4923.200000000001,PF001
477,2026-04-22,Stock,Buy,149,108.7,16196.300000000001,PF004
478,2026-04-23,Bond,Buy,109,73.8,8044.2,PF001
479,2026-04-24,Stock,Sell,138,100.4,13855.2,PF005
480,2026-04-25,Option,Sell,195,81.2,15834.0,PF005
481,2026-04-26,Stock,Buy,196,66.3,12994.8,PF005
482,2026-04-27,Bond,Buy,118,60.0,7080.0,PF003
483,2026-04-28,Bond,Sell,98,54.2,5311.6,PF005
484,2026-04-29,Bond,Sell,157,93.3,14648.1,PF004
485,2026-04-30,Stock,Sell,168,67.1,11272.8,PF002
486,2026-05-01,Bond,Buy,198,75.8,15008.4,PF001
487,2026-05-02,Bond,Sell,199,74.5,14825.5,PF003
488,2026-05-03,Stock,Buy,86,80.4,6914.400000000001,PF005
489,2026-05-04,Option,Sell,192,100.6,19315.199999999997,PF005
490,2026-05-05,Stock,Buy,60,108.7,6522.0,PF002
491,2026-05-06,Bond,Sell,187,68.5,12809.5,PF002
492,2026-05-07,Bond,Sell,127,97.9,12433.300000000001,PF003
493,2026-05-08,Stock,Sell,126,93.5,11781.0,PF001
494,2026-05-09,Option,Sell,51,80.1,4085.1,PF005
495,2026-05-10,Bond,Sell,113,106.9,12079.7,PF003
496,2026-05-11,Bond,Buy,84,54.0,4536.0,PF004
497,2026-05-12,Bond,Sell,56,47.6,2665.6,PF004
498,2026-05-13,Stock,Sell,134,99.8,13373.199999999999,PF003
499,2026-05-14,Bond,Sell,195,70.7,13786.5,PF005
500,2026-05-15,Option,Buy,116,99.3,11518.8,PF003
501,2026-05-16,Bond,Sell,91,102.5,9327.5,PF005
502,2026-05-17,Bond,Buy,167,44.4,7414.8,PF002
503,2026-05-18,Option,Sell,174,101.8,17713.2,PF003
504,2026-05-19,Bond,Sell,73,71.4,5212.200000000001,PF005
505,2026-05-20,Stock,Buy,95,75.7,7191.5,PF003
506,2026-05-21,Stock,Sell,68,83.9,5705.200000000001,PF003
507,2026-05-22,Stock,Buy,117,104.8,12261.6,PF005
508,2026-05-23,Option,Buy,151,41.3,6236.299999999999,PF005
509,2026-05-24,Bond,Sell,91,73.4,6679.400000000001,PF001
510,2026-05-25,Stock,Buy,81,88.1,7136.099999999999,PF003
511,2026-05-26,Option,Sell,158,90.6,14314.8,PF004
512,2026-05-27,Bond,Sell,85,88.5,7522.5,PF003
513,2026-05-28,Option,Buy,146,49.4,7212.4,PF003
514,2026-05-29,Stock,Buy,180,61.0,10980.0,PF005
515,2026-05-30,Stock,Buy,122,65.1,7942.199999999999,PF003
516,2026-05-31,Stock,Buy,185,96.3,17815.5,PF003
517,2026-06-01,Option,Sell,146,59.5,8687.0,PF004
518,2026-06-02,Option,Sell,172,54.7,9408.4,PF005
519,2026-06-03,Stock,Buy,119,107.0,12733.0,PF003
520,2026-06-04,Option,Sell,62,40.6,2517.2000000000003,PF002
521,2026-06-05,Stock,Sell,98,109.8,10760.4,PF001
522,2026-06-06,Stock,Sell,109,87.4,9526.6,PF004
523,2026-06-07,Bond,Sell,179,98.0,17542.0,PF003
524,2026-06-08,Option,Buy,54,60.6,3272.4,PF002
525,2026-06-09,Stock,Buy,76,41.0,3116.0,PF003
526,2026-06-10,Stock,Sell,198,91.7,18156.600000000002,PF003
527,2026-06-11,Option,Buy,57,98.4,5608.8,PF005
528,2026-06-12,Bond,Buy,99,91.8,9088.199999999999,PF005
529,2026-06-13,Bond,Buy,116,50.0,5800.0,PF005
530,2026-06-14,Stock,Sell,93,92.7,8621.1,PF002
531,2026-06-15,Option,Sell,174,93.8,16321.199999999999,PF003
532,2026-06-16,Bond,Sell,107,86.1,9212.699999999999,PF001
533,2026-06-17,Option,Buy,52,93.6,4867.2,PF004
534,2026-06-18,Option,Sell,135,99.2,13392.0,PF005
535,2026-06-19,Stock,Sell,119,83.0,9877.0,PF005
536,2026-06-20,Bond,Buy,179,46.2,8269.800000000001,PF003
537,2026-06-21,Stock,Sell,51,74.1,3779.1,PF003
538,2026-06-22,Bond,Sell,151,45.4,6855.4,PF002
539,2026-06-23,Bond,Buy,84,68.5,5754.0,PF002
540,2026-06-24,Bond,Buy,147,68.5,10069.5,PF005
541,2026-06-25,Bond,Buy,79,44.6,3523.4,PF003
542,2026-06-26,Bond,Sell,165,64.4,10626.000000000002,PF001
543,2026-06-27,Option,Sell,57,47.8,2724.6,PF004
544,2026-06-28,Stock,Sell,199,96.6,19223.399999999998,PF003
545,2026-06-29,Option,Buy,93,106.3,9885.9,PF003
546,2026-06-30,Bond,Buy,85,45.1,3833.5,PF002
547,2026-07-01,Stock,Sell,126,106.9,13469.400000000001,PF004
548,2026-07-02,Bond,Sell,80,76.6,6128.0,PF005
549,2026-07-03,Stock,Buy,96,61.0,5856.0,PF003
550,2026-07-04,Option,Buy,104,45.4,4721.599999999999,PF005
551,2026-07-05,Stock,Buy,155,75.0,11625.0,PF003
552,2026-07-06,Stock,Buy,170,95.6,16251.999999999998,PF005
553,2026-07-07,Stock,Sell,104,89.5,9308.0,PF004
554,2026-07-08,Stock,Buy,193,43.5,8395.5,PF002
555,2026-07-09,Stock,Sell,61,45.1,2751.1,PF004
556,2026-07-10,Bond,Sell,194,68.2,13230.800000000001,PF001
557,2026-07-11,Stock,Sell,193,60.7,11715.1,PF002
558,2026-07-12,Stock,Buy,189,56.3,10640.699999999999,PF004
559,2026-07-13,Option,Buy,185,59.7,11044.5,PF001
560,2026-07-14,Stock,Buy,52,96.2,5002.400000000001,PF003
561,2026-07-15,Option,Buy,193,105.0,20265.0,PF003
562,2026-07-16,Bond,Sell,79,68.4,5403.6,PF005
563,2026-07-17,Stock,Buy,72,103.4,7444.8,PF002
564,2026-07-18,Option,Buy,141,62.5,8812.5,PF003
565,2026-07-19,Option,Sell,164,73.4,12037.6,PF002
566,2026-07-20,Bond,Buy,153,55.8,8537.4,PF003
567,2026-07-21,Stock,Sell,167,84.8,14161.6,PF005
568,2026-07-22,Stock,Sell,54,108.5,5859.0,PF004
569,2026-07-23,Option,Sell,153,82.2,12576.6,PF005
570,2026-07-24,Stock,Sell,157,65.0,10205.0,PF001
571,2026-07-25,Option,Sell,114,85.3,9724.199999999999,PF003
572,2026-07-26,Stock,Sell,170,48.6,8262.0,PF001
573,2026-07-27,Option,Sell,79,102.2,8073.8,PF001
574,2026-07-28,Stock,Sell,198,75.2,14889.6,PF002
575,2026-07-29,Bond,Buy,133,71.5,9509.5,PF003
576,2026-07-30,Stock,Buy,199,81.0,16119.0,PF001
577,2026-07-31,Stock,Buy,81,83.7,6779.7,PF004
578,2026-08-01,Bond,Buy,65,45.0,2925.0,PF001
579,2026-08-02,Stock,Sell,87,87.8,7638.599999999999,PF004
580,2026-08-03,Bond,Buy,191,56.9,10867.9,PF002
581,2026-08-04,Stock,Sell,85,90.0,7650.0,PF001
582,2026-08-05,Option,Buy,200,97.6,19520.0,PF005
583,2026-08-06,Option,Buy,163,96.3,15696.9,PF002
584,2026-08-07,Stock,Buy,115,78.7,9050.5,PF004
585,2026-08-08,Stock,Sell,154,76.4,11765.6,PF002
586,2026-08-09,Stock,Buy,134,50.0,6700.0,PF001
587,2026-08-10,Option,Sell,51,94.3,4809.3,PF003
588,2026-08-11,Stock,Sell,124,59.0,7316.0,PF003
589,2026-08-12,Option,Buy,116,74.8,8676.8,PF004
590,2026-08-13,Bond,Buy,200,59.9,11980.0,PF004
591,2026-08-14,Option,Buy,104,49.4,5137.599999999999,PF003
592,2026-08-15,Option,Sell,55,84.1,4625.5,PF004
593,2026-08-16,Bond,Buy,199,43.8,8716.199999999999,PF002
594,2026-08-17,Option,Sell,192,92.4,17740.800000000003,PF005
595,2026-08-18,Stock,Sell,135,62.2,8397.0,PF005
596,2026-08-19,Stock,Buy,109,40.0,4360.0,PF002
597,2026-08-20,Option,Buy,150,75.8,11370.0,PF005
598,2026-08-21,Stock,Sell,61,43.3,2641.2999999999997,PF001
599,2026-08-22,Option,Sell,98,59.3,5811.4,PF002
600,2026-08-23,Stock,Sell,91,89.5,8144.5,PF004
601,2026-08-24,Stock,Buy,131,44.4,5816.4,PF002
602,2026-08-25,Option,Sell,84,98.8,8299.199999999999,PF003
603,2026-08-26,Stock,Buy,183,40.3,7374.9,PF004
604,2026-08-27,Option,Sell,116,57.3,6646.799999999999,PF003
605,2026-08-28,Stock,Sell,129,91.9,11855.1,PF004
606,2026-08-29,Stock,Buy,56,62.1,3477.6,PF005
607,2026-08-30,Bond,Sell,63,47.1,2967.3,PF002
608,2026-08-31,Bond,Buy,122,65.2,7954.400000000001,PF001
609,2026-09-01,Option,Buy,192,58.9,11308.8,PF004
610,2026-09-02,Bond,Sell,198,99.0,19602.0,PF004
611,2026-09-03,Option,Buy,115,61.9,7118.5,PF003
612,2026-09-04,Bond,Buy,140,95.2,13328.0,PF005
613,2026-09-05,Stock,Sell,179,102.4,18329.600000000002,PF003
614,2026-09-06,Option,Buy,69,70.4,4857.6,PF003
615,2026-09-07,Option,Buy,59,103.7,6118.3,PF005
616,2026-09-08,Stock,Buy,74,66.4,4913.6,PF001
617,2026-09-09,Option,Sell,74,107.5,7955.0,PF003
618,2026-09-10,Option,Buy,103,46.3,4768.9,PF003
619,2026-09-11,Bond,Sell,82,88.1,7224.2,PF004
620,2026-09-12,Option,Sell,144,74.6,10742.4,PF005
621,2026-09-13,Stock,Buy,63,67.1,4227.299999999999,PF002
622,2026-09-14,Bond,Buy,114,84.3,9610.199999999999,PF001
623,2026-09-15,Bond,Buy,159,89.3,14198.699999999999,PF001
624,2026-09-16,Stock,Sell,129,40.3,5198.7,PF005
625,2026-09-17,Stock,Buy,103,51.7,5325.1,PF004
626,2026-09-18,Bond,Buy,174,89.9,15642.6,PF004
627,2026-09-19,Option,Buy,180,86.6,15587.999999999998,PF005
628,2026-09-20,Bond,Buy,183,107.6,19690.8,PF004
629,2026-09-21,Stock,Buy,74,93.3,6904.2,PF001
630,2026-09-22,Bond,Sell,190,106.6,20254.0,PF001
631,2026-09-23,Stock,Sell,166,89.2,14807.2,PF002
632,2026-09-24,Bond,Buy,185,60.9,11266.5,PF005
633,2026-09-25,Option,Buy,198,47.4,9385.199999999999,PF003
634,2026-09-26,Bond,Buy,74,94.7,7007.8,PF003
635,2026-09-27,Bond,Buy,128,85.1,10892.8,PF002
636,2026-09-28,Stock,Sell,117,43.4,5077.8,PF002
637,2026-09-29,Stock,Buy,61,65.2,3977.2000000000003,PF004
638,2026-09-30,Stock,Sell,81,107.0,8667.0,PF002
639,2026-10-01,Bond,Sell,177,75.0,13275.0,PF002
640,2026-10-02,Option,Buy,145,70.3,10193.5,PF003
641,2026-10-03,Stock,Sell,141,72.0,10152.0,PF004
642,2026-10-04,Stock,Sell,190,54.6,10374.0,PF002
643,2026-10-05,Bond,Sell,80,65.8,5264.0,PF002
644,2026-10-06,Stock,Sell,127,65.9,8369.300000000001,PF004
645,2026-10-07,Option,Buy,69,43.7,3015.3,PF005
646,2026-10-08,Option,Buy,195,93.7,18271.5,PF004
647,2026-10-09,Stock,Sell,109,69.2,7542.8,PF003
648,2026-10-10,Stock,Buy,183,97.6,17860.8,PF005
649,2026-10-11,Bond,Buy,142,99.5,14129.0,PF001
650,2026-10-12,Option,Buy,92,54.8,5041.599999999999,PF004
651,2026-10-13,Option,Buy,179,86.0,15394.0,PF003
652,2026-10-14,Stock,Buy,109,73.1,7967.9,PF005
653,2026-10-15,Bond,Sell,200,101.6,20320.0,PF004
654,2026-10-16,Option,Buy,80,55.1,4408.0,PF002
655,2026-10-17,Option,Buy,54,87.4,4719.6,PF004
656,2026-10-18,Bond,Buy,59,82.5,4867.5,PF001
657,2026-10-19,Bond,Buy,138,60.7,8376.6,PF004
658,2026-10-20,Option,Sell,179,49.6,8878.4,PF005
659,2026-10-21,Option,Sell,175,85.6,14979.999999999998,PF005
660,2026-10-22,Bond,Sell,60,91.7,5502.0,PF004
661,2026-10-23,Option,Sell,105,62.1,6520.5,PF005
662,2026-10-24,Stock,Buy,132,85.1,11233.199999999999,PF002
663,2026-10-25,Stock,Sell,186,67.7,12592.2,PF004
664,2026-10-26,Bond,Buy,148,89.9,13305.2,PF002
665,2026-10-27,Bond,Buy,198,53.9,10672.199999999999,PF002
666,2026-10-28,Bond,Buy,122,102.3,12480.6,PF003
667,2026-10-29,Stock,Buy,164,60.1,9856.4,PF004
668,2026-10-30,Option,Buy,56,65.7,3679.2000000000003,PF005
669,2026-10-31,Stock,Sell,129,44.1,5688.900000000001,PF002
670,2026-11-01,Option,Sell,193,47.8,9225.4,PF003
671,2026-11-02,Stock,Sell,146,76.1,11110.599999999999,PF004
672,2026-11-03,Option,Sell,53,58.7,3111.1000000000004,PF004
673,2026-11-04,Stock,Buy,53,98.5,5220.5,PF001
674,2026-11-05,Bond,Sell,152,41.0,6232.0,PF001
675,2026-11-06,Stock,Buy,89,66.5,5918.5,PF002
676,2026-11-07,Option,Sell,66,63.6,4197.6,PF001
677,2026-11-08,Stock,Buy,150,41.4,6210.0,PF002
678,2026-11-09,Stock,Buy,152,48.7,7402.400000000001,PF005
679,2026-11-10,Stock,Sell,173,69.0,11937.0,PF002
680,2026-11-11,Bond,Buy,101,74.5,7524.5,PF001
681,2026-11-12,Stock,Buy,101,68.3,6898.299999999999,PF005
682,2026-11-13,Bond,Sell,173,77.2,13355.6,PF001
683,2026-11-14,Bond,Buy,112,81.7,9150.4,PF002
684,2026-11-15,Stock,Sell,165,40.7,6715.500000000001,PF003
685,2026-11-16,Stock,Sell,111,72.5,8047.5,PF004
686,2026-11-17,Stock,Sell,56,107.4,6014.400000000001,PF001
687,2026-11-18,Option,Buy,141,76.3,10758.3,PF002
688,2026-11-19,Stock,Buy,63,87.4,5506.200000000001,PF005
689,2026-11-20,Bond,Buy,135,61.8,8343.0,PF001
690,2026-11-21,Stock,Sell,182,94.2,17144.4,PF001
691,2026-11-22,Option,Buy,179,94.1,16843.899999999998,PF004
692,2026-11-23,Stock,Sell,111,76.5,8491.5,PF002
693,2026-11-24,Option,Sell,198,108.3,21443.399999999998,PF003
694,2026-11-25,Option,Buy,128,48.8,6246.4,PF005
695,2026-11-26,Stock,Sell,198,41.2,8157.6,PF002
696,2026-11-27,Bond,Buy,187,93.9,17559.3,PF005
697,2026-11-28,Option,Buy,107,96.5,10325.5,PF001
698,2026-11-29,Stock,Buy,169,48.4,8179.599999999999,PF004
699,2026-11-30,Stock,Buy,182,58.6,10665.2,PF004
700,2026-12-01,Bond,Buy,114,41.2,4696.8,PF003
701,2026-12-02,Option,Sell,62,60.5,3751.0,PF004
702,2026-12-03,Option,Sell,131,94.1,12327.099999999999,PF001
703,2026-12-04,Stock,Sell,188,76.3,14344.4,PF003
704,2026-12-05,Stock,Buy,198,64.4,12751.2,PF002
705,2026-12-06,Bond,Buy,101,66.0,6666.0,PF004
706,2026-12-07,Bond,Buy,166,40.1,6656.6,PF003
707,2026-12-08,Option,Sell,75,61.0,4575.0,PF001
708,2026-12-09,Option,Buy,83,85.3,7079.9,PF005
709,2026-12-10,Stock,Sell,101,108.2,10928.2,PF005
710,2026-12-11,Option,Sell,161,99.3,15987.3,PF001
711,2026-12-12,Bond,Buy,131,41.7,5462.700000000001,PF001
712,2026-12-13,Bond,Buy,91,102.9,9363.9,PF005
713,2026-12-14,Stock,Sell,70,94.8,6636.0,PF003
714,2026-12-15,Bond,Buy,91,94.6,8608.6,PF005
715,2026-12-16,Bond,Sell,190,72.1,13698.999999999998,PF001
716,2026-12-17,Bond,Buy,162,67.9,10999.800000000001,PF004
717,2026-12-18,Bond,Buy,154,61.2,9424.800000000001,PF002
718,2026-12-19,Stock,Sell,66,44.6,2943.6,PF004
719,2026-12-20,Stock,Buy,169,56.0,9464.0,PF004
720,2026-12-21,Option,Sell,186,57.3,10657.8,PF001
721,2026-12-22,Bond,Buy,178,73.9,13154.2,PF005
722,2026-12-23,Option,Sell,179,92.3,16521.7,PF003
723,2026-12-24,Stock,Sell,109,73.2,7978.8,PF004
724,2026-12-25,Stock,Buy,97,44.0,4268.0,PF005
725,2026-12-26,Stock,Sell,78,107.0,8346.0,PF003
726,2026-12-27,Stock,Buy,146,106.0,15476.0,PF004
727,2026-12-28,Stock,Buy,59,95.0,5605.0,PF003
728,2026-12-29,Stock,Buy,107,109.4,11705.800000000001,PF005
729,2026-12-30,Stock,Sell,70,78.1,5467.0,PF002
730,2026-12-31,Bond,Sell,77,107.4,8269.800000000001,PF005
731,2027-01-01,Option,Buy,83,45.3,3759.8999999999996,PF001
732,2027-01-02,Stock,Buy,57,65.6,3739.2,PF003
733,2027-01-03,Bond,Sell,128,55.8,7142.4,PF002
734,2027-01-04,Bond,Buy,194,53.7,10417.800000000001,PF003
735,2027-01-05,Option,Buy,136,49.9,6786.4,PF003
736,2027-01-06,Stock,Sell,137,83.6,11453.199999999999,PF004
737,2027-01-07,Option,Buy,118,94.7,11174.6,PF001
738,2027-01-08,Stock,Sell,136,80.5,10948.0,PF003
739,2027-01-09,Bond,Buy,150,50.3,7545.0,PF005
740,2027-01-10,Bond,Sell,57,96.8,5517.599999999999,PF005
741,2027-01-11,Bond,Buy,126,84.5,10647.0,PF004
742,2027-01-12,Bond,Buy,136,67.2,9139.2,PF001
743,2027-01-13,Option,Sell,92,87.2,8022.400000000001,PF001
744,2027-01-14,Stock,Buy,178,58.2,10359.6,PF005
745,2027-01-15,Stock,Sell,158,64.2,10143.6,PF002
746,2027-01-16,Option,Buy,66,104.2,6877.2,PF004
747,2027-01-17,Stock,Sell,182,60.3,10974.6,PF004
748,2027-01-18,Bond,Sell,197,72.9,14361.300000000001,PF005
749,2027-01-19,Stock,Sell,70,102.3,7161.0,PF005
750,2027-01-20,Bond,Sell,107,89.5,9576.5,PF002
751,2027-01-21,Option,Buy,159,44.4,7059.599999999999,PF002
752,2027-01-22,Stock,Buy,188,50.3,9456.4,PF001
753,2027-01-23,Option,Sell,192,40.5,7776.0,PF004
754,2027-01-24,Stock,Sell,184,84.2,15492.800000000001,PF004
755,2027-01-25,Bond,Sell,77,71.3,5490.099999999999,PF005
756,2027-01-26,Option,Buy,100,49.4,4940.0,PF001
757,2027-01-27,Stock,Buy,54,107.1,5783.4,PF004
758,2027-01-28,Bond,Buy,54,77.1,4163.4,PF001
759,2027-01-29,Option,Buy,143,56.9,8136.7,PF001
760,2027-01-30,Option,Sell,145,75.0,10875.0,PF005
761,2027-01-31,Stock,Sell,57,87.6,4993.2,PF001
762,2027-02-01,Stock,Sell,113,45.3,5118.9,PF002
763,2027-02-02,Stock,Buy,187,59.2,11070.4,PF002
764,2027-02-03,Bond,Buy,87,96.5,8395.5,PF003
765,2027-02-04,Stock,Buy,160,72.2,11552.0,PF005
766,2027-02-05,Option,Sell,161,78.3,12606.3,PF003
767,2027-02-06,Option,Sell,130,70.3,9139.0,PF002
768,2027-02-07,Stock,Buy,185,43.1,7973.5,PF003
769,2027-02-08,Stock,Sell,153,51.6,7894.8,PF005
770,2027-02-09,Option,Buy,122,71.2,8686.4,PF005
771,2027-02-10,Bond,Buy,98,54.6,5350.8,PF001
772,2027-02-11,Stock,Sell,85,43.5,3697.5,PF004
773,2027-02-12,Stock,Buy,175,99.1,17342.5,PF001
774,2027-02-13,Option,Sell,117,108.7,12717.9,PF005
775,2027-02-14,Stock,Buy,127,95.5,12128.5,PF002
776,2027-02-15,Bond,Sell,154,99.8,15369.199999999999,PF002
777,2027-02-16,Option,Sell,171,56.9,9729.9,PF001
778,2027-02-17,Stock,Sell,168,107.2,18009.600000000002,PF005
779,2027-02-18,Option,Buy,163,53.8,8769.4,PF002
780,2027-02-19,Stock,Buy,59,106.6,6289.4,PF005
781,2027-02-20,Stock,Sell,198,109.6,21700.8,PF002
782,2027-02-21,Stock,Sell,189,89.8,16972.2,PF005
783,2027-02-22,Bond,Buy,140,108.7,15218.0,PF003
784,2027-02-23,Bond,Buy,51,79.9,4074.9,PF005
785,2027-02-24,Option,Buy,167,58.2,9719.4,PF005
786,2027-02-25,Stock,Sell,62,70.6,4377.2,PF001
787,2027-02-26,Stock,Buy,144,81.5,11736.0,PF003
788,2027-02-27,Bond,Buy,193,45.1,8704.300000000001,PF004
789,2027-02-28,Stock,Sell,81,83.6,6771.599999999999,PF001
790,2027-03-01,Bond,Buy,81,108.7,8804.7,PF004
791,2027-03-02,Stock,Buy,173,53.3,9220.9,PF002
792,2027-03-03,Option,Buy,60,95.5,5730.0,PF004
793,2027-03-04,Stock,Sell,59,103.6,6112.4,PF005
794,2027-03-05,Stock,Sell,64,106.1,6790.4,PF004
795,2027-03-06,Bond,Sell,66,107.2,7075.2,PF001
796,2027-03-07,Stock,Sell,195,76.5,14917.5,PF001
797,2027-03-08,Stock,Sell,108,108.4,11707.2,PF004
798,2027-03-09,Bond,Sell,127,93.0,11811.0,PF001
799,2027-03-10,Option,Sell,173,51.3,8874.9,PF001
800,2027-03-11,Option,Buy,163,73.4,11964.2,PF004
801,2027-03-12,Bond,Buy,71,90.3,6411.3,PF003
802,2027-03-13,Bond,Sell,81,57.3,4641.3,PF003
803,2027-03-14,Bond,Buy,162,84.8,13737.6,PF002
804,2027-03-15,Bond,Buy,169,86.7,14652.300000000001,PF001
805,2027-03-16,Bond,Sell,198,51.4,10177.199999999999,PF004
806,2027-03-17,Option,Buy,171,79.6,13611.599999999999,PF001
807,2027-03-18,Option,Buy,81,94.0,7614.0,PF005
808,2027-03-19,Bond,Buy,168,74.9,12583.2,PF001
809,2027-03-20,Stock,Buy,88,40.8,3590.3999999999996,PF001
810,2027-03-21,Bond,Buy,61,40.6,2476.6,PF003
811,2027-03-22,Stock,Sell,67,65.0,4355.0,PF004
812,2027-03-23,Bond,Sell,198,104.8,20750.399999999998,PF001
813,2027-03-24,Bond,Sell,190,56.0,10640.0,PF003
814,2027-03-25,Option,Buy,198,84.4,16711.2,PF002
815,2027-03-26,Stock,Sell,175,55.5,9712.5,PF003
816,2027-03-27,Stock,Buy,185,62.5,11562.5,PF003
817,2027-03-28,Option,Buy,95,99.4,9443.0,PF003
818,2027-03-29,Option,Buy,153,91.0,13923.0,PF001
819,2027-03-30,Option,Buy,184,46.7,8592.800000000001,PF001
820,2027-03-31,Option,Sell,200,70.0,14000.0,PF002
821,2027-04-01,Stock,Sell,135,42.0,5670.0,PF005
822,2027-04-02,Stock,Buy,199,73.7,14666.300000000001,PF005
823,2027-04-03,Bond,Sell,138,86.4,11923.2,PF005
824,2027-04-04,Bond,Buy,71,48.3,3429.2999999999997,PF002
825,2027-04-05,Option,Sell,141,60.2,8488.2,PF005
826,2027-04-06,Option,Sell,78,67.8,5288.4,PF005
827,2027-04-07,Option,Buy,62,104.4,6472.8,PF003
828,2027-04-08,Bond,Sell,51,109.5,5584.5,PF001
829,2027-04-09,Bond,Buy,78,43.1,3361.8,PF001
830,2027-04-10,Bond,Sell,76,93.3,7090.8,PF003
831,2027-04-11,Bond,Buy,99,66.0,6534.0,PF003
832,2027-04-12,Bond,Buy,144,67.5,9720.0,PF003
833,2027-04-13,Bond,Sell,200,92.8,18560.0,PF001
834,2027-04-14,Bond,Sell,137,104.3,14289.1,PF005
835,2027-04-15,Option,Buy,93,106.6,9913.8,PF003
836,2027-04-16,Option,Sell,71,80.4,5708.400000000001,PF002
837,2027-04-17,Option,Sell,146,65.0,9490.0,PF003
838,2027-04-18,Option,Buy,52,95.1,4945.2,PF004
839,2027-04-19,Bond,Buy,167,57.6,9619.2,PF003
840,2027-04-20,Stock,Sell,68,79.5,5406.0,PF001
841,2027-04-21,Bond,Buy,72,65.1,4687.2,PF003
842,2027-04-22,Stock,Buy,79,86.0,6794.0,PF004
843,2027-04-23,Option,Buy,88,56.8,4998.4,PF002
844,2027-04-24,Bond,Sell,157,53.4,8383.8,PF005
845,2027-04-25,Option,Sell,160,104.3,16688.0,PF003
846,2027-04-26,Bond,Buy,74,47.1,3485.4,PF004
847,2027-04-27,Option,Sell,177,75.4,13345.800000000001,PF004
848,2027-04-28,Stock,Buy,160,55.5,8880.0,PF002
849,2027-04-29,Stock,Sell,185,42.7,7899.500000000001,PF001
850,2027-04-30,Stock,Buy,155,42.5,6587.5,PF003
851,2027-05-01,Bond,Buy,193,52.3,10093.9,PF004
852,2027-05-02,Stock,Sell,121,100.7,12184.7,PF002
853,2027-05-03,Bond,Buy,178,59.8,10644.4,PF005
854,2027-05-04,Stock,Sell,157,106.5,16720.5,PF004
855,2027-05-05,Stock,Sell,54,80.7,4357.8,PF002
856,2027-05-06,Bond,Buy,52,70.6,3671.2,PF001
857,2027-05-07,Bond,Buy,181,80.6,14588.599999999999,PF001
